AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,AgeuponOutcome(Weeks)
A701659,,2015-05-02 18:33:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Black,4.5
A712635,Jewel,2015-10-13 14:33:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,104.0
A710549,Scarface,2015-08-27 18:18:00,Return_to_owner,,Dog,Neutered Male,Boston Terrier Mix,Brown Brindle/White,364.0
A705413,,2015-06-21 11:20:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black,156.0
A683837,Diamond,2014-07-19 19:15:00,Return_to_owner,,Dog,Spayed Female,Pit Bull Mix,Blue/White,18.0
A714276,Trina,2015-10-30 12:34:00,Return_to_owner,,Dog,Intact Female,Pit Bull Mix,Brown/White,104.0
A683463,,2014-07-21 18:10:00,Transfer,Partner,Dog,Intact Male,Labrador Retriever Mix,White,3.0
A707427,Hector,2015-07-26 14:47:00,Transfer,Partner,Dog,Intact Male,Blue Lacy Mix,Blue/White,156.0
A703434,Leona,2015-05-25 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black/White,52.0
A674442,Bobi,2014-03-27 15:46:00,Return_to_owner,,Dog,Neutered Male,Border Collie/Akita,Black/White,208.0
A714654,,2015-10-31 12:09:00,Transfer,Partner,Dog,Spayed Female,Pug/Chihuahua Shorthair,Black,416.0
A621652,Fred,2015-04-20 14:08:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,208.0
A701178,Gotti,2015-04-26 12:07:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,Black/White,104.0
A682952,Teddy Roosev,2014-07-05 15:27:00,Return_to_owner,,Dog,Neutered Male,Chihuahua Shorthair/Dachshund,Black/Tan,208.0
A682217,Bosley,2014-08-16 12:15:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,9.0
A689758,Junebug,2014-11-04 12:39:00,Transfer,Partner,Dog,Spayed Female,Pit Bull Mix,Fawn/White,27.0
A673106,Ronnie,2014-03-06 17:17:00,Adoption,,Dog,Neutered Male,Yorkshire Terrier Mix,Tan/Black,52.0
A711118,Dawson,2015-09-07 18:18:00,Adoption,,Dog,Neutered Male,Black Mouth Cur/Catahoula,Fawn/Black,9.0
A708341,,2015-08-01 09:39:00,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,White/Black,18.0
A686546,Stacey,2014-08-23 18:35:00,Return_to_owner,,Dog,Spayed Female,Boston Terrier Mix,Brown Brindle/White,104.0
A705181,,2015-06-14 14:32:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black,4.0
A685825,Ace Regalado,2014-09-05 18:45:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,22.5
A663827,,2013-10-01 17:02:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Brown,36.0
A664716,Harvey,2013-10-30 15:27:00,Euthanasia,Medical,Dog,Neutered Male,Rottweiler Mix,Black/Brown,156.0
A697337,Gizmo,2015-03-03 11:29:00,Return_to_owner,,Dog,Intact Male,Jack Russell Terrier Mix,White/Brown,52.0
A706722,Hank,2015-07-20 18:48:00,Adoption,,Cat,Intact Male,Domestic Longhair Mix,Brown Tabby/White,9.0
A675118,,2014-03-30 14:48:00,Transfer,Partner,Dog,Spayed Female,Boxer,Red/Black,156.0
A664558,Happy,2013-11-11 12:02:00,Transfer,Partner,Dog,Neutered Male,Border Terrier Mix,White/Brown,104.0
A707169,,2015-07-10 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,156.0
A695883,,2015-02-05 18:31:00,Euthanasia,Aggressive,Dog,Neutered Male,German Shepherd Mix,Brown/Black,260.0
A708520,Estelle,2015-08-03 13:23:00,Adoption,,Dog,Spayed Female,Chihuahua Shorthair,Tan,312.0
A706755,,2015-07-03 11:04:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Gray Tabby,0.2857142857142857
A666272,,2013-10-29 18:56:00,Euthanasia,Suffering,Dog,Intact Female,Chihuahua Longhair Mix,Brown,4.5
A684922,Ellie,2014-08-07 13:36:00,Adoption,,Dog,Spayed Female,Irish Terrier/Labrador Retriever,Brown/White,45.0
A664844,Watson,2013-10-20 18:09:00,Adoption,,Dog,Neutered Male,Pit Bull Mix,White/Tan,18.0
A692984,Hannah,2014-12-02 17:01:00,Return_to_owner,,Dog,Spayed Female,German Shepherd Mix,Red/White,468.0
A702253,,2015-05-23 17:15:00,Adoption,,Dog,Neutered Male,Queensland Heeler Mix,Brown,104.0
A696381,Tiger,2015-06-27 15:27:00,Euthanasia,Aggressive,Dog,Neutered Male,Pit Bull Mix,Tan/Brown Brindle,260.0
A719185,Betty,2016-02-15 14:39:00,Adoption,,Dog,Spayed Female,Pointer Mix,White/Black,52.0
A715514,,2015-12-12 15:04:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,4.5
A666373,Nitro,2013-11-29 12:27:00,Transfer,Partner,Dog,Neutered Male,Miniature Pinscher,Blue/Tan,104.0
A663438,Bonny,2014-06-14 16:40:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Sable,364.0
A683785,Rick,2014-08-09 12:32:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black,9.0
A699786,,2015-04-02 17:25:00,Transfer,Partner,Dog,Intact Male,Shih Tzu,White/Brown Brindle,104.0
A673658,,2014-03-03 16:53:00,Adoption,,Dog,Spayed Female,Australian Shepherd Mix,Black/White,18.0
A688146,John Boy,2014-12-09 18:50:00,Adoption,,Dog,Neutered Male,Catahoula/Chinese Sharpei,White/Brown,104.0
A698701,,2015-03-20 13:59:00,Adoption,,Dog,Spayed Female,Whippet/Jack Russell Terrier,White/Brown,52.0
A695689,Jameson,2015-01-21 18:14:00,Return_to_owner,,Dog,Neutered Male,Labrador Retriever/Australian Kelpie,Tan,40.5
A671135,,2014-01-21 15:17:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Torbie,52.0
A672142,Toby,2014-02-08 10:14:00,Transfer,Partner,Dog,Intact Male,Pekingese,Red/White,260.0
A685729,,2014-08-12 10:33:00,Euthanasia,Suffering,Cat,Neutered Male,Domestic Medium Hair Mix,Blue,780.0
A702757,Mellow,2015-06-09 17:48:00,Return_to_owner,,Dog,Spayed Female,Catahoula Mix,Blue Merle/White,104.0
A677546,,2014-04-26 15:31:00,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair Mix,Torbie,3.0
A610401,Lady,2015-06-22 19:23:00,Return_to_owner,,Dog,Spayed Female,Jack Russell Terrier,White/Brown,416.0
A707343,Martin,2015-07-18 16:40:00,Adoption,,Cat,Neutered Male,Domestic Longhair Mix,Black Smoke,9.0
A648872,Beckham,2014-05-05 17:36:00,Adoption,,Dog,Neutered Male,Bullmastiff Mix,Black/White,104.0
A708349,,2015-07-26 14:40:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Tortie,2.0
A686717,Shadow,2014-09-07 17:40:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black,18.0
A706549,,2015-07-18 20:39:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,4.5
A685484,,2014-08-17 12:29:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,13.5
A661638,Apollo,2014-09-18 13:51:00,Return_to_owner,,Dog,Neutered Male,German Shepherd/Cardigan Welsh Corgi,Sable,312.0
A700991,Xbox,2015-07-24 18:39:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,13.5
A692742,,2014-11-25 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Black,36.0
A670064,,2014-01-03 16:33:00,Died,In Kennel,Dog,Intact Female,Pit Bull/Pit Bull,Red,13.5
A672576,,2014-02-16 17:18:00,Adoption,,Dog,Neutered Male,German Shepherd,Brown/Red,104.0
A678987,,2014-05-15 11:24:00,Transfer,Partner,Cat,Intact Female,Domestic Medium Hair Mix,Tortie,0.5714285714285714
A689640,,2014-10-08 14:37:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,9.0
A696064,Petey,2015-02-04 16:23:00,Return_to_owner,,Dog,Neutered Male,Jack Russell Terrier Mix,White/Brown,520.0
A685651,,2014-08-11 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,52.0
A678521,Leo,2014-07-12 19:57:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,13.5
A704857,,2015-06-12 16:58:00,Transfer,Partner,Dog,Intact Female,Labrador Retriever Mix,Black,4.5
A692967,Hannah,2014-12-27 18:40:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,4.5
A700376,Luna,2015-05-09 19:05:00,Adoption,,Dog,Spayed Female,German Shepherd Mix,Black,52.0
A700399,Chico,2015-04-13 12:12:00,Return_to_owner,,Dog,Neutered Male,Dachshund Mix,Red,260.0
A677299,,2014-04-28 15:08:00,Transfer,Partner,Dog,Neutered Male,Dachshund Mix,Blue Merle,104.0
A709580,Champ,2015-08-11 16:26:00,Return_to_owner,,Dog,Neutered Male,Boston Terrier,Black/White,884.0
A694650,Betsy,2015-01-03 18:21:00,Return_to_owner,,Dog,Spayed Female,Boxer/American Staffordshire Terrier,Brown Brindle/White,36.0
A673232,King,2014-12-29 07:12:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Black/Tan,52.0
A678526,Joanie,2014-05-11 17:34:00,Return_to_owner,,Dog,Spayed Female,Pug,Black,208.0
A715177,Gilbert,2015-12-12 17:44:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,13.5
A704698,,2015-06-12 17:27:00,Adoption,,Dog,Neutered Male,German Shepherd Mix,Black/Tan,9.0
A720002,Mya,2016-02-04 17:05:00,Return_to_owner,,Dog,Intact Female,Pit Bull Mix,Black/White,364.0
A685074,,2014-08-02 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Calico,49.5
A681542,,2014-08-28 17:29:00,Adoption,Foster,Cat,Spayed Female,Siamese Mix,Lynx Point,9.0
A647210,Tank,2014-07-20 12:06:00,Euthanasia,Medical,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,156.0
A661036,Dove,2013-10-05 17:10:00,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby,13.5
A668597,,2013-12-06 11:30:00,Transfer,Partner,Dog,Intact Male,Rottweiler Mix,Black/White,4.5
A716033,Leonardo,2015-11-21 19:44:00,Adoption,,Cat,Neutered Male,Javanese Mix,Flame Point,9.0
A716761,Rudolf,2015-12-06 14:55:00,Transfer,Partner,Dog,Intact Male,Border Collie Mix,Black/White,27.0
A718520,Martinet,2016-01-19 11:58:00,Adoption,,Dog,Neutered Male,Lhasa Apso/Miniature Poodle,Black,156.0
A685505,,2014-08-08 17:43:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,52.0
A687897,Wesley,2014-09-18 14:49:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Black,260.0
A690415,Bernard,2014-12-26 13:37:00,Adoption,Foster,Cat,Neutered Male,Snowshoe Mix,Seal Point,13.5
A676076,Johnny Cash,2014-05-28 13:56:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,208.0
A697479,,2015-02-24 14:56:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black,52.0
A711827,Baron,2015-12-22 00:00:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,18.0
A715213,,2015-11-04 18:00:00,Adoption,,Dog,Neutered Male,Cocker Spaniel/Labrador Retriever,Brown/White,9.0
A690038,Nicole,2014-12-03 16:08:00,Transfer,Partner,Dog,Spayed Female,Cocker Spaniel Mix,Red,104.0
A673328,Harper,2014-02-26 17:02:00,Adoption,,Dog,Spayed Female,Carolina Dog Mix,Tan,9.0
A712452,Lucy Lou,2015-11-14 18:16:00,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Red/White,260.0
A708235,,2015-09-01 17:47:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby,9.0
A713046,Bindy,2015-10-13 12:56:00,Transfer,Partner,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White,22.5
A498100,Rusty,2015-09-01 13:25:00,Return_to_owner,,Dog,Neutered Male,Parson Russell Terrier,White/Brown,364.0
A718258,Milo,2016-01-23 16:09:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,416.0
A693072,,2014-12-02 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Black,18.0
A669782,Jake,2015-03-24 16:44:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Great Pyrenees,Yellow,104.0
A686293,Cali,2014-08-29 17:44:00,Euthanasia,Aggressive,Dog,Spayed Female,Pit Bull Mix,Black/White,156.0
A690865,,2014-10-31 17:13:00,Adoption,,Dog,Spayed Female,Pit Bull Mix,Blue/White,13.5
A704798,Ava,2015-06-20 12:29:00,Transfer,Partner,Cat,Intact Female,Ragdoll Mix,Lynx Point,45.0
A706630,Patches,2015-08-01 18:36:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,52.0
A673414,Rico,2014-02-23 18:33:00,Return_to_owner,,Dog,Neutered Male,Australian Shepherd Mix,Tricolor,260.0
A687435,Henry,2014-10-18 16:28:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black,9.0
A681390,,2014-06-19 19:17:00,Adoption,,Dog,Intact Male,Wire Hair Fox Terrier Mix,White/Tan,22.5
A679948,Lulu,2014-07-13 19:19:00,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,9.0
A720172,Sammi,2016-02-15 17:43:00,Adoption,,Dog,Spayed Female,Treeing Tennesse Brindle,Brown Brindle/White,40.5
A693251,Shelby,2014-12-19 17:07:00,Transfer,Partner,Dog,Neutered Male,Rat Terrier Mix,White/Black,260.0
A674675,,2014-03-16 18:16:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1.0
A702280,Ace,2015-05-15 17:44:00,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White,9.0
A687047,Bambi,2014-08-31 15:34:00,Return_to_owner,,Dog,Intact Female,Australian Cattle Dog Mix,Brown,520.0
A665590,Marvin,2015-09-10 17:24:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,104.0
A710383,Gemma,2015-09-13 15:27:00,Adoption,,Dog,Spayed Female,Rat Terrier Mix,White/Tan,104.0
A703179,,2015-05-21 14:57:00,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,Black/White,4.5
A712629,Tesla,2015-10-07 13:37:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,52.0
A692367,,2014-11-25 13:38:00,Transfer,Partner,Dog,Spayed Female,Dachshund,Red,260.0
A710780,Hendrix,2015-08-28 16:51:00,Return_to_owner,,Dog,Neutered Male,Catahoula Mix,Blue Merle/Brown,104.0
A708518,Merce,2015-09-18 13:43:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,104.0
A686122,,2014-08-16 18:28:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,3.0
A667163,Porky,2013-11-15 17:40:00,Return_to_owner,,Dog,Spayed Female,English Bulldog,White/Brown Brindle,104.0
A695273,Colt,2015-01-13 15:04:00,Return_to_owner,,Cat,Neutered Male,Siamese Mix,Flame Point,208.0
A711074,Ms Roper,2015-09-03 14:24:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Calico,52.0
A671096,Ellie,2014-01-20 15:14:00,Transfer,Partner,Dog,Spayed Female,Boxer Mix,Brown Brindle/White,312.0
A687345,Buster,2014-09-07 18:15:00,Adoption,,Dog,Neutered Male,Whippet Mix,White/Tan,18.0
A663966,,2014-01-30 12:03:00,Adoption,Foster,Dog,Spayed Female,American Bulldog Mix,Brown/White,18.0
A716676,,2015-11-29 18:44:00,Adoption,,Dog,Spayed Female,Rat Terrier Mix,Tricolor,104.0
A673460,,2014-04-04 09:01:00,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair Mix,Chocolate/Tan,9.0
A666911,Bear,2013-11-10 16:54:00,Adoption,,Dog,Neutered Male,Golden Retriever Mix,Gold,9.0
A715789,Socks,2016-02-13 11:05:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,13.5
A679787,Molly,2014-07-01 12:15:00,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Torbie,9.0
A608858,Spike,2015-04-07 15:30:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,White/Chocolate,208.0
A695804,Francis,2015-02-26 11:12:00,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,104.0
A706957,,2015-07-07 10:07:00,Euthanasia,Suffering,Dog,Intact Female,Shetland Sheepdog Mix,Brown,468.0
A665737,Milo,2013-10-31 17:48:00,Adoption,,Dog,Neutered Male,Dachshund Wirehair/Miniature Schnauzer,Black/Silver,52.0
A680793,Cocco,2014-06-17 16:33:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown,104.0
A672170,Fantine,2014-02-11 13:31:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Calico/Brown Tabby,364.0
A700089,Red,2015-04-08 18:21:00,Return_to_owner,,Dog,Neutered Male,Australian Cattle Dog Mix,Red Tick,52.0
A698556,Buddy,2015-05-09 12:29:00,Adoption,,Dog,Neutered Male,Labrador Retriever/Boxer,Black/White,4.5
A705776,Kambei,2015-06-23 19:13:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,52.0
A713334,Bug,2015-10-12 12:19:00,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Tan,4.5
A719023,Elvis,2016-01-12 18:04:00,Return_to_owner,,Dog,Neutered Male,Cardigan Welsh Corgi Mix,Red/White,104.0
A690084,Dodger,2014-10-20 13:06:00,Transfer,Partner,Dog,Intact Male,Border Collie/Labrador Retriever,Black/White,52.0
A689602,Copper,2014-11-23 18:36:00,Adoption,Foster,Dog,Neutered Male,Miniature Pinscher/Chihuahua Shorthair,Tan/Brown,4.5
A715754,,2015-11-18 12:27:00,Adoption,Foster,Dog,Neutered Male,Dachshund Mix,Black/Tan,4.5
A686302,Peanut,2014-08-22 18:12:00,Return_to_owner,,Dog,Neutered Male,Dachshund Longhair,Black/Tan,156.0
A671081,Toodles,2014-06-28 13:29:00,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/White,104.0
A701366,Nunki,2015-05-02 18:40:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,9.0
A672598,Lola,2014-02-21 18:47:00,Adoption,,Dog,Spayed Female,Vizsla/Golden Retriever,Red/Black,27.0
A673779,Ron,2014-03-13 13:15:00,Adoption,,Dog,Neutered Male,Anatol Shepherd Mix,Tan/Black,52.0
A677957,Coco,2014-05-03 12:20:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever Mix,Chocolate,208.0
A709908,Tiger,2015-08-18 11:37:00,Transfer,Partner,Dog,Intact Male,Pug,Fawn,156.0
A683358,,2014-07-11 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Blue,18.0
A678805,,2014-05-16 16:02:00,Transfer,Partner,Dog,Neutered Male,Pomeranian,Red/Tan,624.0
A685176,Forrest,2014-08-27 17:38:00,Euthanasia,Suffering,Dog,Intact Male,Redbone Hound Mix,Tan/White,13.5
A688625,Phoebe,2014-11-03 16:23:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico,9.0
A711746,Sissy,2015-10-22 14:33:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,416.0
A700718,,2015-04-19 09:00:00,Transfer,SCRP,Cat,Intact Female,Domestic Medium Hair Mix,Brown Tabby,52.0
A647854,Kona,2013-12-23 12:00:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,49.5
A715828,Zeus,2015-11-27 16:31:00,Adoption,,Dog,Intact Male,Labrador Retriever Mix,Gold,260.0
A708904,Dawson,2016-01-22 14:53:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby,27.0
A707302,,2015-07-12 09:00:00,Transfer,SCRP,Cat,Intact Male,Domestic Medium Hair Mix,Blue Tabby,104.0
A683587,Nubbins,2014-07-12 15:11:00,Euthanasia,Suffering,Cat,Neutered Male,Japanese Bobtail Mix,White/Blue,416.0
A714334,Flavia,2015-11-02 17:35:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Black,4.5
A675887,Lilly,2014-04-06 13:20:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue/White,260.0
A694821,Rocko,2015-01-07 07:26:00,Return_to_owner,,Dog,Neutered Male,Rottweiler Mix,Black/Tan,104.0
A674770,Robert,2014-03-18 19:00:00,Return_to_owner,,Dog,Intact Male,American Bulldog Mix,White/Tan,364.0
A671868,Oso,2014-02-03 18:14:00,Return_to_owner,,Dog,Neutered Male,Golden Retriever,Yellow,104.0
A711711,,2015-09-11 12:41:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,0.2857142857142857
A670620,Willie,2014-02-02 14:52:00,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,468.0
A667103,Pokey,2013-11-14 13:02:00,Transfer,Partner,Dog,Spayed Female,Beagle Mix,Tricolor,468.0
A678821,,2014-05-13 13:20:00,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Black,0.0
A709258,Bull,2015-12-04 12:42:00,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,27.0
A667298,Sadie,2013-11-30 15:46:00,Adoption,,Dog,Spayed Female,Dachshund/Chihuahua Shorthair,Red,104.0
A719857,Mamas,2016-02-01 18:09:00,Return_to_owner,,Dog,Intact Female,Pit Bull Mix,White/Black,52.0
A679368,,2014-05-20 11:15:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,2.0
A713420,,2015-10-07 08:32:00,Transfer,Partner,Dog,Intact Female,Australian Cattle Dog Mix,Brown/White,9.0
A680657,,2014-06-06 19:30:00,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby,52.0
A711356,J.D.,2015-09-11 13:50:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Chocolate,312.0
A657489,Floyd,2015-01-24 12:55:00,Return_to_owner,,Dog,Intact Male,Pit Bull Mix,White/Black,208.0
A671059,,2014-01-17 17:50:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Medium Hair Mix,Brown Tabby,5.0
A716101,Mickey,2015-11-21 17:23:00,Adoption,,Dog,Neutered Male,Yorkshire Terrier/Chihuahua Longhair,White/Tan,52.0
A696779,Penelope,2015-02-19 14:58:00,Transfer,Partner,Dog,Spayed Female,Australian Cattle Dog/Catahoula,Blue Merle,52.0
A707195,Beans,2015-07-14 12:31:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,White/Brown,260.0
A679036,Turbo,2014-05-20 17:00:00,Adoption,,Dog,Neutered Male,Chihuahua Shorthair/Dachshund,Brown Brindle/White,45.0
A678209,,2014-06-08 12:20:00,Died,In Foster,Cat,Intact Male,Domestic Shorthair Mix,Black,4.0
A665393,Maddie,2013-11-01 14:21:00,Euthanasia,Aggressive,Cat,Spayed Female,Domestic Medium Hair Mix,Blue Tabby/White,208.0
A705119,,2015-06-13 15:19:00,Transfer,Partner,Dog,Intact Male,German Shepherd Mix,Black/White,0.2857142857142857
A684048,Daisy,2014-07-27 17:42:00,Return_to_owner,,Dog,Spayed Female,Miniature Poodle Mix,Tan,52.0
A666514,Orson,2013-11-25 16:57:00,Adoption,,Dog,Neutered Male,Chow Chow/Labrador Retriever,Brown,104.0
A710796,Missy,2015-11-22 15:44:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White,468.0
A667353,Zeus,2013-11-17 12:06:00,Return_to_owner,,Dog,Intact Male,Staffordshire Mix,Blue/White,49.5
A690240,,2014-10-16 18:30:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie,3.0
A683694,Dex,2014-07-22 13:09:00,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,9.0
A679339,Elly Mae,2014-05-31 13:57:00,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby/White,4.5
A719981,Barb,2016-02-09 16:31:00,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,104.0
A694046,Cat Woman,2014-12-27 17:20:00,Return_to_owner,,Dog,Spayed Female,Labrador Retriever,Black/White,52.0
A676937,,2014-04-17 12:35:00,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Calico/White,4.5
A658199,Marley,2013-10-18 09:52:00,Euthanasia,Aggressive,Dog,Neutered Male,Pit Bull Mix,White/Brown Brindle,104.0
A705054,,2015-06-12 15:14:00,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Blue/White,52.0
A669542,,2013-12-23 19:11:00,Adoption,,Dog,Neutered Male,Cocker Spaniel Mix,Brown,9.0
A718180,Milo,2016-01-05 00:00:00,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Brown,104.0
A702339,Ayo,2015-10-10 11:08:00,Return_to_owner,,Dog,Intact Male,American Bulldog Mix,White/Brown,52.0
A715192,Paco,2015-12-17 15:13:00,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair Mix,Black/White,312.0
A673992,Rebel,2014-03-08 13:04:00,Return_to_owner,,Dog,Neutered Male,German Shepherd,Tan/Black,104.0
A702279,Lulu,2015-05-17 13:33:00,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Black/White,9.0
A682114,Cookie,2014-07-26 15:47:00,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black,52.0
A689577,,2014-10-06 17:05:00,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby,3.0
A672331,,2014-02-10 14:32:00,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,104.0
